0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300
MMEJ	9.708737864077676e-05	0.12145631067961171	0.12145631067961171	0.12145631067961171	0.12145631067961171	0.12145631067961171	0.12145631067961171	0.12145631067961171	0.12145631067961171	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05	9.708737864077676e-05
NHEJ	9.738283627510656e-05	0.12182592818015829	0.12182592818015829	0.12182592818015829	0.12182592818015829	0.12182592818015829	0.12182592818015829	0.11878271454656122	0.12182592818015829	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05	9.738283627510656e-05
MMEJ	0.0	0.05650925313454577	0.054846583914325224	0.053183914694104675	0.05152124547388413	0.04985857625366357	0.04819590703344303	0.04653323781322248	0.04487056859300193	0.04320789937278138	0.041545230152560834	0.039882560932340286	0.03821989171211974	0.036557222491899195	0.03489455327167864	0.0332318840514581	0.03156921483123754	0.029906545611016997	0.028243876390796452	0.0265812071705759	0.02491853795035535	0.023255868730134806	0.021593199509914254	0.01993053028969371	0.018267861069473163	0.017436526459362875	0.015401278543391643	0.013168993691420524	0.011108251160751292	0.008914747190975835	0.006688534310513328	0.004593026915273347	0.002201318222124518	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752691e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752696e-05	8.674888785752695e-05	8.674888785752695e-05	8.674888785752695e-05	8.674888785752695e-05	8.674888785752695e-05	8.674888785752695e-05	8.674888785752695e-05	8.674888785752695e-05
NHEJ	0.0	0.05658871762267865	0.05492241936746744	0.05325612111225623	0.051589822857045026	0.04992352460183382	0.04825722634662262	0.04659092809141141	0.04492462983620021	0.043258331580989004	0.0415920333257778	0.03992573507056659	0.03825943681535539	0.03659313856014418	0.034926840304932975	0.033260542049721765	0.03159424379451056	0.02992794553929936	0.028261647284088153	0.02659534902887695	0.024929050773665747	0.023262752518454537	0.021596454263243334	0.019930156008032128	0.018263857752820925	0.017430708625215306	0.015239976156072133	0.013082803821621558	0.010896413699251374	0.008732636046750192	0.006574429509343411	0.004393960680519744	0.0022639420650201513	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903155e-05	8.671994340903162e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.671994340903161e-05	8.67199434090316e-05	8.67199434090316e-05	8.67199434090316e-05	8.67199434090316e-05	8.67199434090316e-05	8.67199434090316e-05	8.67199434090316e-05	8.67199434090316e-05
